name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
wvuk,World Vision UK,"As projects are updated quarterly, new projects or project information will be included and updated quarterly.   ",not_specified,0,www.worldvision.org.uk/transparency,0,"World Vision UK, Opal Drive, Fox Milne, Milton Keynes, MK15 0ZR, United Kingdom.  

www.worldvision.org.uk  

iati@worldvision.org.uk ",http://www.aidstream.org/uploads/image/WV_RGB.jpg,0,GB-CHC-285908,"In Phase 1- an activity is defined as an overseas project or PPA supported cost centre in the UK (UK activities will be reported on in the block categories of a)  programme management and salaries, b) consultancy and research, c) overheads). 

Data and progress will only be reported at the aggregated programme level (for PPA) and not at sub level or multi-tiered level.  Single line items will not be reported against. Phase 2 activities will be defined at a later date.  

","No personably identifiable data will be included at either project or UK level. Projects will be reported at a minimum regional and country level. Sub national location information will only be included where there are no child protection or security concerns. Project level documentation will not be published. Project level expenditure will not be published as this reflects sub-activities of WVUK partners. In phase 1 where DFID funding is used as counterpart contibutions to a bigger project, only PPA contributions will be considered at this stage and not total budget/donors). WVUK will not disclose any information that may be confidential because of legal, commercial or contractual reasons or where premature disclosure would jeopardise any action WVUK is planning to take. Any information that may harm World Vision Operations either in the UK or overseas will also not be disclosed. ","Data is unverified.  During the process of implementation, data received is unverified. Verification will only be possible as part of formal evaluation processes and procedures.",GB,"World Vision’s main objective is the sustained well-being of children within families and communities, especially the poorest and most vulnerable. We improve the lives of children through long-term development programmes and by providing relief and rehabilitation in response to humanitarian emergencies caused by conflict or natural disaster. Through advocacy and policy engagement we address the root causes of poverty, working with children and their communities as active participants in shaping a better future. World Vision is a Christian organisation and works with people regardless of their religion, race, ethnicity or gender to overcome global poverty and injustice. ",0,0,0,21,"In Phase 1, data will be published segmented by country (including the UK) except for global projects (for the PPA these are currently 4). Segmentation for phase 2 will also be done by country/region although specific details to be confirmed later. ",odc-pddl,active,"Information will be published quarerly, one quarter in arrears.  "
cprojects,Charity Projects Ltd (Comic Relief),Quarterly,not_specified,0,n/a,To be confirmed.,"Comic Relief UK
89 Albert Embankment
London
SE1 7TP
UK
Phone: 020 7820 2000
Fax: 020 7820 2222
Minicom: 0207 820 2005",0,0,GB-CHC-326568,Projects,"""Our exclusions policy applies the following exclusions to the data we publish:
-Any activity which is marked confidential in our internal systems
-Any commercially sensitive information
-Anything that could infringe on safety or data protection for staff, applicants, grantees and beneficiaries
-Any activity which took place after our first date of IATI publication
-Any contact information of grantees
-Any raw data written by applicants for the use of internal decision making processes""		
",Data will be internally verified to ensure that there is no data included which is under an exclusion policy. ,GB,n/a,n/a,0,n/a,60,To be confirmed,notspecified,active,1 Quarter in arrears
zing,Zing,0,not_specified,0,0,0,"Chris White
5th Floor, 6 Lloyds Avenue, London, EC3N 3AX",http://zing.uk.com/img/logos/ZING_Logo_Redux.png,0,GB-CHC-1133342,0,0,0,GB,ZING supports organisations whose outcomes are focused on young people realising their potential.,0,0,0,60,0,odc-pddl,active,0
fiabel,Fiabel,0,not_specified,0,0,0,"Julien Dillensplein 1, bus 2A, 1060 Brussels, Belgium",0,0,XI-IATI-FIABEL,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
ccc,Clean Clothes Campaign,0,not_specified,0,0,0,iati@cleanclothes.org,http://www.cleanclothes.org/++theme++ccc.theme/++theme++ccc.theme/images/logo.gif,0,NL-KVK-41210820,0,0,0,NL,"The Clean Clothes Campaign is dedicated to improving working conditions and supporting the empowerment of workers in the global garment and sportswear industries.

We educate and mobilise consumers, lobby companies and governments, and offer direct solidarity support to workers as they fight for their rights and demand better working conditions.

We work with a global network of partners, always according to our principles and with a strong belief that empowering women is key to improving lives.",0,0,0,21,0,odc-odbl,active,0
acet,African Center for Economic Transformation (ACET),0,not_specified,0,0,0,"Ghana: Castle Road, Ridge PMB CT4, Cantonments Accra, Ghana
US: 1776 K Street, NW Suite 200 Washington, D.C. 20006",0,0,US-EIN-11-3803281,0,0,0,US,0,0,0,0,23,0,cc-by,active,0
ebrd,European Bank for Reconstruction and Development,n/a,monthly,http://www.ebrd.com/dfi-ifi.xls,Access through IATI website and Datastore,See above,"EBRD
 One Exchange Square
 London EC2A 2JN
 United Kingdom
http://www.ebrd.com/eform/contact/1390580844581",0,0,XI-IATI-EBRD,n/a,See above,Operational data,998,http://www.ebrd.com/documents/comms-and-bis/pdf-working-with-the-ebrd.pdf,"The demand driven business model of the EBRD does not allow for reporting on budget and forward looking financial flows. Also, as the Bank works extensively with private sector counterparts, commercial confidentiality and related legal restrictions have to be taken into account when reporting on activity.
All reported activity is published within the framework of the Bank's Public Information Policy.
http://www.ebrd.com/cs/Satellite?c=Content&amp;cid=1395236452323&amp;d=&amp;pagename=EBRD%2FContent%2FDownloadDocument",0,See above,40,One single file for new activities covering the period starting 01.01.2015.,odc-by,active,Within a month
aidenvironment,Stichting Aidenvironment,0,not_specified,0,0,0,"
Aidenvironment Amsterdam
Barentszplein 7 1013 NJ
Amsterdam
The Netherlands
t +31 (0)20 686 81 11
info@aidenvironment.org
",0,0,NL-KVK-41208024,0,0,0,NL,"Aidenvironment believes in a sustainable world where there is respect for people and nature, where irreversible damage to ecosystems is avoided, where global production, trade, finance and consumption are fair and sustainable, and where governments, companies and civil society organizations work together, each in their own way, for a sustainable world where low human development levels are a thing of the past.",0,0,0,60,No segmentation,odc-by,active,0
tccec,The Coca-Cola Export Corporation,0,quarterly,N/A,0,0,"Marina Healy
mahealy@coca-cola.com",0,0,XI-IATI-1001,Project,0,0,US,"Strategic Projects Manager
Finance & Compliance",0,0,0,70,Nigeria only,odc-by,active,Quarter in arreas
un-environment,United Nations Environment Programme (UNEP),0,six_monthly,0,Under consideration.,0,"P.O.BOX 30552, Nairobi, Kenya",http://www.unep.org/sites/all/themes/header_footer/ResponsiveHeader/assets/UNEnvironment_Logo_en.png,0,XM-DAC-41116,Projects,"Exclusions are made line with the UN Environment Programme Access to Information Policy (2016) with states organisation's obligation to respect the confidentiality of information regarding its member states, partners, employees and other parties.",Operational non-audited.,0,"UN-Environment’s IATI working group comprising of staff from programme, enterprise solutions and finance divisions.",0,0,0,40,No,odc-by,active,Data is captured in June and December of each year. Published 1 month in arrears.
caid,Christian Aid,Information will be updated quarterly in arrears.,quarterly,0,0,0,"info@christian-aid.org

For more information on Christian Aid and our work, please see www.christianaid.org.uk

For our full audited accounts, please see www.christianaid.org.uk/annualreport",0,0,GB-CHC-1105851,Activities represent individual funding streams.,0,"Information provided through IATI reporting is not audited or verified, for our full audited accounts, please see www.christianaid.org.uk/annualreport",GB,"Christian Aid is a Christian organisation that insists the world can and must be swiftly changed to one where everyone can live a full life, free from poverty. We provide urgent, practical and effective assistance where need is great, tackling the effects of poverty as well as its root causes.

For more information on Christian Aid and our work, please see www.christianaid.org.uk
","For more information on Christian Aid's IATI reporting, please see http://www.christianaid.org.uk/aboutus/index/international-aid-transparency-initiative.aspx

For our full audited accounts, please see www.christianaid.org.uk/annualreport",0,0,21,Single file,notspecified,active,Information will be updated quarterly in arrears.
